POINT_X;POINT_Y;CLASS
433436.9556;7195220.484;ASS
434408.0234;7194329.102;ASS
435113.6836;7194077.362;ASS
431959.2594;7193773.29;ASS
431174.9509;7194230.264;ASS
430755.8668;7195144.171;ASS
431007.2014;7196455.643;ASS
429775.2141;7196006.649;ASS
430514.6991;7197669.604;ASS
434396.2839;7187065.24;ASS
434292.9103;7187989.303;ASS
433304.1069;7188933.373;ASS
429474.3981;7187292.066;ASS
429095.2286;7188061.348;ASS
429095.0339;7188054.706;ASS
435119.7037;7192157.55;ASS
434699.8914;7191068.041;ASS
432776.2714;7185044.354;ASS
432148.3032;7184396.072;ASS
433279.1562;7183785.91;ASS
436005.1742;7192381.206;ASS
428671.0008;7189093.838;ASS
429547.3887;7188969.261;ASS
430373.7854;7189104.873;ASS
430163.7353;7188092.885;ASS
431388.1354;7188267.886;ASS
432299.1763;7188023.704;ASS
434573.2582;7184303.38;ASS
433809.1744;7184874.125;ASS
434889.9431;7182971.804;ASS
432251.9274;7195001.043;ASS
435476.2751;7190367.354;ASS
436471.4625;7191221.838;ASS
435518.2361;7191104.746;ASS
436521.861;7190374.399;ASS
437493.2289;7189298.059;ASS
436196.5817;7188960.926;ASS
432120.22;7197212.199;ASS
427155.6136;7185907.532;ASS
427474.987;7188098.154;ASS
427584.312;7187311.75;ASS
431897.044;7190658.437;ASS
428469.9272;7187829.237;ASS
428795.4137;7186913.864;ASS
429291.0578;7186618.748;ASS
430163.1744;7186070.715;ASS
429472.3077;7185314.01;ASS
430439.2993;7185219.586;ASS
433400.4822;7193767.948;ASS
437609.4542;7190290.26;ASS
437275.5775;7188257.815;ASS
437907.7;7188245.075;ASS
437908.177;7188242.528;ASS
438995.0449;7188124.776;ASS
432204.1443;7195939.704;ASS
435096.8607;7187079.686;ASS
429352.842;7184040.008;ASS
428385.2061;7186216.256;ASS
427848.9358;7183472.453;ASS
428532.4318;7184019.672;ASS
430338.0501;7183813.813;ASS
429932.1408;7182884.556;ASS
428429.0293;7180552.687;ASS
429627.7266;7181296.383;ASS
426017.3233;7185305.16;ASS
427352.1276;7184839.6;ASS
428163.8643;7184970.782;ASS
439335.3207;7186635.07;ASS
438298.2699;7186053.326;ASS
438271.6414;7186988.167;ASS
437330.615;7186067.685;ASS
436978.4215;7185211.642;ASS
436408.7933;7185925.387;ASS
435410.016;7184084.862;ASS
438372.0078;7183991.588;ASS
437433.1373;7184299.233;ASS
431433.5895;7185957.334;ASS
431521.4655;7184956.584;ASS
431429.6433;7184053.658;ASS
432081.0824;7183861.853;ASS
432188.9674;7182672.921;ASS
433438.6945;7183329.241;ASS
433921.8685;7183076.388;ASS
436630.6042;7184167.719;ASS
437101.5733;7182836.379;ASS
436403.3484;7187138.4;ASS
435967.483;7187894.722;ASS
435741.0008;7184984.082;ASS
434425.9265;7186218.024;ASS
434920.2605;7185373.8;ASS
434925.5025;7185371.332;ASS
435975.0524;7180256.065;ASS
430144.3027;7202298.652;ASS
430233.3535;7200291.905;ASS
430881.3477;7205762.779;ASS
429260.9709;7206619.979;ASS
428104.6448;7206860.932;ASS
432507.0332;7199891.546;ASS
433165.929;7199664.941;ASS
432418.1402;7198808.282;ASS
434157.72;7198040.991;ASS
434591.7013;7195845.38;ASS
432010.3177;7204588.019;ASS
431108.3011;7203928.087;ASS
433032.2509;7203546.356;ASS
431487.0326;7199955.422;ASS
430907.654;7199168.113;ASS
438105.9952;7182990.304;ASS
439134.2211;7183137.983;ASS
439901.0042;7182836.9;ASS
440518.6754;7183960.215;ASS
439375.163;7184190.205;ASS
437006.9621;7181802.819;ASS
438028.3122;7182007.249;ASS
439137.6344;7181862.239;ASS
424307.5615;7186868.171;ASS
423327.8178;7186380.851;ASS
422492.2363;7186019.925;ASS
422824.4039;7187525.068;ASS
436980.5401;7180943.936;ASS
437952.664;7179797.762;ASS
434033.2652;7181990.558;ASS
433781.9763;7180888.561;ASS
435049.8944;7181114.39;ASS
428720.2483;7205570.942;ASS
430422.135;7201064.549;ASS
429244.8169;7202827.625;ASS
429168.6145;7202132.276;ASS
428098.672;7202364.63;ASS
428158.5225;7201467.584;ASS
427037.1796;7201929.912;ASS
426363.1975;7201961.861;ASS
428661.9879;7203206.97;ASS
428952.3375;7204301.344;ASS
402287.5995;7330300.957;ASS
400928.0158;7349950.548;ASS
425340.2605;7202175.652;ASS
424056.5772;7201374.413;ASS
424485.3588;7204722.205;ASS
424725.9821;7203939.784;ASS
423566.2008;7204051.556;ASS
423191.036;7203169.429;ASS
427420.0356;7203187.085;ASS
424678.2017;7202281.455;ASS
425409.6466;7201276.431;ASS
422479.0659;7203788.578;ASS
423597.0747;7202507.908;ASS
422247.6287;7202620.199;ASS
421325.4349;7203485.745;ASS
420597.4506;7204990.866;ASS
424232.7149;7199220.41;ASS
424979.5784;7200087.934;ASS
423433.9135;7199806.372;ASS
422401.2347;7200488.368;ASS
421586.326;7199440.771;ASS
421584.5068;7199443.606;ASS
420797.8601;7200122.698;ASS
419334.4088;7200793.242;ASS
421095.008;7201184.817;ASS
371662.807;7122234.888;ASS
372361.9289;7121877.195;ASS
372123.2636;7121508.159;ASS
372082.1044;7119934.542;ASS
371679.8341;7120173.4;ASS
370958.2928;7120516.735;ASS
325944.2216;7063354.259;ASS
311723.6794;7078678.522;ASS
312433.7332;7077824.17;ASS
313419.8491;7075696.18;ASS
313536.2547;7077055.96;ASS
318798.9812;7076027.624;ASS
319155.5316;7077833.643;ASS
321555.1904;7077985.477;ASS
336787.9837;7048785.664;ASS
337720.4344;7047552.859;ASS
336638.9398;7046094.445;ASS
337131.5585;7045614.584;ASS
312472.6027;7075437.215;ASS
315344.2139;7074877.074;ASS
316519.7519;7074090.866;ASS
311405.4862;7075910.866;ASS
328115.1399;7058033.39;ASS
324889.133;7058991.941;ASS
313831.0009;7086813.015;ASS
317185.9651;7082958.152;ASS
329938.9475;7058887.715;ASS
334122.369;7061016.432;ASS
339556.8495;7038763.715;ASS
339891.0462;7037531.806;ASS
309964.3401;7078717.065;ASS
339107.6144;7042576.863;ASS
338687.3649;7043744.081;ASS
337637.4892;7066821.605;ASS
330798.5778;7056723.186;ASS
348981.1469;7067267.106;ASS
312790.0393;7072514.191;ASS
315813.0486;7075868.314;ASS
315667.4048;7073776.589;ASS
314196.0071;7071127.802;ASS
313830.807;7077950.304;ASS
315155.2099;7078179.589;ASS
313380.4647;7078162.205;ASS
314448.9291;7076842.459;ASS
314175.6583;7074823.405;ASS
343318.4375;7067477.895;ASS
343345.7384;7069822.906;ASS
336343.809;7049791.779;ASS
334327.2739;7053458.453;ASS
326676.1519;7056804.942;ASS
327893.3861;7057530.626;ASS
327604.2937;7060429.616;ASS
314957.1918;7082824.379;ASS
316548.2811;7078718.952;ASS
337905.3719;7044747.672;ASS
331093.7259;7060237.546;ASS
341723.568;7060339.497;ASS
341552.1684;7070268.179;ASS
315080.818;7081988.496;ASS
310901.9467;7089775.183;ASS
310892.3018;7090032.265;ASS
313353.6388;7084694.278;ASS
315605.7466;7081029.08;ASS
345362.392;7022519.306;ASS
334693.6462;7051754.842;ASS
333264.3245;7054160.905;ASS
344805.6061;7058558.518;ASS
342817.4036;7042292.596;ASS
339200.1633;7043237.15;ASS
338632.2187;7044306.564;ASS
331473.4852;7058027.255;ASS
344596.0906;7035454.79;ASS
419591.8075;7142704.573;ASS
418859.5924;7142957.082;ASS
420803.2204;7142708.49;ASS
421113.1968;7143548.326;ASS
421144.8033;7143967.25;ASS
421065.4844;7144287.583;ASS
420829.0618;7144686.178;ASS
420879.8042;7142082.198;ASS
420856.8;7141803.671;ASS
420733.1692;7143537.852;ASS
337155.8641;7031187.426;ASS
336722.2686;7032069.24;ASS
336795.4499;7031597.699;ASS
336778.1031;7031620.904;ASS
335562.7568;7034378.25;ASS
339943.1573;7030200.004;ASS
447661.8678;7373449.43;ASS
415187.8793;7365048.438;ASS
396607.3052;7295248.742;ASS
397251.9181;7296972.266;ASS
371332.2011;7304734.081;ASS
370386.4134;7304755.636;ASS
370382.6903;7303985.491;ASS
371554.7571;7302997.529;ASS
372081.4736;7303390.501;ASS
374236.9558;7304819.007;ASS
371977.8613;7307099.425;ASS
370809.3323;7306289.26;ASS
437236.3855;7346590.991;ASS
383594.3717;7346257.581;ASS
379864.2658;7346159.211;ASS
381204.4995;7343589.678;ASS
375108.7929;7302140.968;ASS
374835.9193;7303055.811;ASS
376470.6828;7303934.785;ASS
376033.8544;7305220.572;ASS
377180.0087;7304745.372;ASS
376687.659;7307582.189;ASS
378785.6458;7308905.302;ASS
374095.7294;7302958.213;ASS
373519.1683;7305611.862;ASS
372436.1575;7305479.948;ASS
370390.2921;7301611.686;ASS
369910.1679;7298671.868;ASS
372512.8129;7299789.316;ASS
373875.5483;7301390.206;ASS
372695.1678;7302105.411;ASS
371593.7234;7300839.921;ASS
372805.894;7310538.989;ASS
371727.0945;7309870.893;ASS
370455.56;7309765.801;ASS
370016.9973;7310724.741;ASS
371027.8823;7310905.003;ASS
370038.3423;7312865.397;ASS
376092.2559;7309004.171;ASS
372626.0456;7307163.163;ASS
374205.521;7306656.006;ASS
373948.8828;7308338.615;ASS
369345.567;7312314.491;ASS
371378.4463;7313842.27;ASS
371187.3198;7314584.362;ASS
370458.5012;7315791.937;ASS
367932.4138;7316597.362;ASS
369274.0602;7316878.147;ASS
370097.9287;7317915.723;ASS
364229.8102;7329921.24;ASS
365622.8581;7333529.945;ASS
364789.4448;7337708.567;ASS
362402.015;7339287.939;ASS
360332.2101;7342866.219;ASS
357977.8436;7343243.008;ASS
356493.137;7345596.361;ASS
359418.6775;7343997.418;ASS
357372.9635;7345167.265;ASS
363773.1363;7331522.54;ASS
362515.9837;7332946.349;ASS
355252.2356;7345529.804;ASS
353186.568;7350803.573;ASS
359414.9879;7353547.375;ASS
359991.2944;7352342.898;ASS
353151.1924;7372653.99;ASS
352247.984;7374327.119;ASS
361750.8115;7347855.197;ASS
359710.6137;7348099.82;ASS
359333.5028;7350705.366;ASS
359137.8655;7354671.286;ASS
358629.8368;7356314.258;ASS
357659.3579;7356530.264;ASS
351073.4164;7372985.261;ASS
351385.0054;7371241.261;ASS
353272.9926;7375278.873;ASS
352130.1192;7375431.897;ASS
363756.5751;7345659.241;ASS
366556.8439;7345532.976;ASS
369163.9761;7345905.269;ASS
370368.6526;7346686.419;ASS
361299.9349;7346718.694;ASS
365541.8008;7348180.832;ASS
365301.8151;7368835.141;ASS
366154.0024;7368420.547;ASS
365889.3219;7371268.472;ASS
374618.6655;7351102.372;ASS
362209.0463;7333297.252;ASS
362024.3474;7333983.424;ASS
362265.0061;7335567.156;ASS
350531.0014;7357587.438;ASS
350514.9231;7359134.924;ASS
355173.0867;7362724.605;ASS
354551.2145;7364586.051;ASS
352881.3324;7366204.805;ASS
375848.9379;7348484.75;ASS
352356.2633;7354676.313;ASS
373844.3028;7343737.599;ASS
376316.609;7344382.396;ASS
358482.6907;7357825.055;ASS
355145.7761;7366317.318;ASS
356826.3752;7366845.773;ASS
355747.7893;7368736.772;ASS
369983.3042;7349964.269;ASS
369334.197;7353110.344;ASS
397059.0481;7379116.929;ASS
358619.2784;7365437.599;ASS
359515.6045;7365077.924;ASS
361373.3809;7364631.042;ASS
355024.8008;7378917.972;ASS
354392.2618;7378936.557;ASS
357758.542;7383206.262;ASS
395412.3367;7378520.994;ASS
383888.4311;7379340.71;ASS
384354.1964;7378399.76;ASS
386040.7239;7374889.059;ASS
387096.3062;7378519.569;ASS
384574.6684;7373325.416;ASS
381579.6315;7395330.134;ASS
390879.4276;7399808.327;ASS
383068.3062;7406584.665;ASS
382019.6348;7379531.098;ASS
381939.8521;7380437.627;ASS
380420.8672;7379224.003;ASS
381779.997;7388343.248;ASS
380189.6539;7384030.845;ASS
376486.9989;7374548.122;ASS
372675.3622;7374714.033;ASS
374587.9839;7374136.082;ASS
378464.9606;7376045.295;ASS
375375.5255;7382939.505;ASS
367579.0091;7372571.901;ASS
368122.5456;7374950.173;ASS
367410.5767;7370230.144;ASS
384168.0954;7370879.834;ASS
384888.0236;7366542.004;ASS
362920.2263;7360847.375;ASS
382133.9243;7364977.94;ASS
386812.92;7360779.358;ASS
368725.2315;7362291.967;ASS
366186.9816;7364571.762;ASS
364843.4469;7367487.502;ASS
362755.1534;7362718.533;ASS
383124.1837;7366529.944;ASS
368949.6967;7363047.296;ASS
370547.3818;7360229.849;ASS
386922.3691;7398781.589;ASS
382922.3295;7404929.446;ASS
379398.6235;7413370.079;ASS
367377.7282;7411805.733;ASS
365264.5388;7378523.742;ASS
363217.1189;7380760.453;ASS
384899.0331;7400893.009;ASS
367994.0679;7412394.733;ASS
367571.9032;7411488.796;ASS
368068.82;7410795.6;ASS
367095.6135;7409959.667;ASS
365983.8047;7409842.101;ASS
364610.7844;7408075.63;ASS
364743.5512;7406945.293;ASS
366201.2159;7398643.917;ASS
363520.2127;7396257.786;ASS
362296.9225;7395639.139;ASS
363435.2591;7394665.995;ASS
361138.2956;7386218.76;ASS
442264.1218;7375111.17;ASS
442226.7499;7375234.037;ASS
441793.8967;7375102.576;ASS
367322.083;7409973.435;ASS
362634.068;7394489.956;ASS
362357.9442;7388061.587;ASS
360634.9246;7384545.107;ASS
351270.9772;7371794.657;ASS
366468.5875;7365067.832;ASS
354968.3074;7364160.763;ASS
359359.891;7350483.012;ASS
361889.6384;7396498.475;ASS
362302.1218;7389661.869;ASS
358085.0841;7343352.776;ASS
362390.8452;7338894.826;ASS
376103.2213;7309793.681;ASS
372688.7122;7311137.747;ASS
372884.4586;7317154.753;ASS
372362.4015;7307438.074;ASS
371016.8402;7308351.187;ASS
370835.786;7306060.457;ASS
415069.4813;7288908.052;ASS
418258.4232;7292427.246;ASS
388740.0929;7296185.323;ASS
415954.9163;7287737.034;ASS
417290.3623;7288989.587;ASS
417668.3519;7289911.023;ASS
423378.9045;7302009.895;ASS
424772.9964;7303595.783;ASS
418814.6831;7290856.286;ASS
423379.0626;7299895.328;ASS
428601.5821;7303420.179;ASS
435770.5359;7304501.177;ASS
439482.1834;7300776.873;ASS
432082.8457;7305634.863;ASS
432871.3161;7305829.79;ASS
435736.23;7306027.563;ASS
437854.6257;7302687.137;ASS
440909.9822;7299311.888;ASS
437596.4533;7293736.259;ASS
432176.4364;7293444.117;ASS
395664.5932;7310517.487;ASS
396406.5422;7308196.118;ASS
396414.944;7315418.652;ASS
397288.5164;7318608.227;ASS
397165.8977;7323063.5;ASS
401226.6163;7329740.281;ASS
406002.4567;7294690.187;ASS
405841.2361;7330696.227;ASS
406004.4236;7338688.667;ASS
408265.0901;7286932.94;ASS
410976.069;7351686.761;ASS
411618.8928;7334436.174;ASS
413871.7039;7326974.384;ASS
413407.46;7329031.855;ASS
414597.6693;7288732.92;ASS
414255.5092;7339845.663;ASS
416017.9858;7336733.006;ASS
416673.9264;7333035.015;ASS
419043.7932;7292717.06;ASS
418249.2828;7334018.039;ASS
420626.1261;7334836.368;ASS
424643.6283;7344188.719;ASS
426124.0938;7349311.98;ASS
426686.7251;7360654.294;ASS
429822.41;7364759.797;ASS
429697.5434;7365969.672;ASS
440086.5327;7370554.004;ASS
440009.5683;7385660.209;ASS
440616.0769;7375651.973;ASS
441289.3152;7375893.192;ASS
396525.6329;7309225.494;ASS
396883.1657;7315267.826;ASS
397199.7166;7311371.162;ASS
399646.2908;7325963.573;ASS
401140.0476;7325473.921;ASS
402649.1455;7329258.663;ASS
405590.0352;7285017.977;ASS
405386.2604;7334080.785;ASS
408670.3705;7336454.715;ASS
409245.7253;7340357.537;ASS
410126.4952;7331737.276;ASS
411962.511;7335723.475;ASS
411615.5473;7336512.223;ASS
414086.7989;7310883.201;ASS
414192.4729;7336355.12;ASS
416677.8571;7288238.465;ASS
416698.9569;7339845.167;ASS
417292.7444;7290159.439;ASS
417355.5071;7291256.61;ASS
418150.9389;7292541.022;ASS
419943.7928;7333193.608;ASS
419882.3397;7339931.626;ASS
422058.648;7339494.133;ASS
425580.9238;7344282.007;ASS
427526.9194;7339923.651;ASS
428310.8456;7338067.647;ASS
448777.1899;7378399.764;ASS
448784.557;7378405.388;ASS
404295.0576;7284665.955;ASS
405363.494;7286168.391;ASS
407354.8175;7333154.594;ASS
408178.2371;7333943.458;ASS
409410.5616;7335407.022;ASS
410212.8685;7337169.485;ASS
412379.2711;7287143.016;ASS
409667.46;7283440.388;ASS
409755.0808;7353064.717;ASS
410745.5216;7278867.032;ASS
412406.8977;7280755.068;ASS
414846.4447;7332676.018;ASS
418430.7227;7323370.155;ASS
418723.7222;7334029.835;ASS
421826.0618;7331045.808;ASS
423719.0954;7341414.77;ASS
425368.455;7330716.662;ASS
425550.8095;7349526.899;ASS
426429.7233;7355299.272;ASS
426487.1602;7359436.779;ASS
441283.4254;7375891.83;ASS
396569.5019;7314194.174;ASS
398073.0063;7318024.351;ASS
398078.5434;7318026.57;ASS
403059.2536;7327881.014;ASS
402966.3417;7329749.731;ASS
402276.2798;7331901.871;ASS
402200.2023;7334490.461;ASS
403954.2373;7285338.84;ASS
406261.5056;7289665.847;ASS
406475.9416;7334215.029;ASS
407767.6907;7282949.999;ASS
407198.2418;7284267.887;ASS
413363.7484;7317009.468;ASS
413465.1166;7329637.355;ASS
415607.8443;7361407.664;ASS
418094.7113;7290290.983;ASS
418435.3773;7345622.198;ASS
419143.2732;7293722.522;ASS
422031.8641;7347233.958;ASS
422980.8058;7297948.79;ASS
426040.9297;7345313.831;ASS
425536.664;7366827.146;ASS
426213.6864;7332238.747;ASS
427500.4222;7364045.02;ASS
447811.3338;7378187.33;ASS
395504.2314;7309999.986;ASS
396526.5374;7309225.275;ASS
396346.9952;7316477.69;ASS
398341.0398;7307388.663;ASS
398692.8802;7317691.212;ASS
399532.5732;7284654.588;ASS
399942.3279;7311799.168;ASS
399399.6757;7320463.559;ASS
399762.6768;7324015.392;ASS
400863.9318;7333346.767;ASS
402766.7753;7332684.196;ASS
403670.1896;7283953.395;ASS
406042.7401;7328306.544;ASS
406851.9077;7282935.863;ASS
406659.9834;7334663.466;ASS
406985.9077;7335394.08;ASS
407179.3085;7282770.683;ASS
408986.3692;7281972.156;ASS
409100.2632;7288210.43;ASS
403076.7421;7331158.822;ASS
403707.889;7334895.699;ASS
404145.2811;7333751.303;ASS
405352.896;7287485.36;ASS
411858.6527;7337451.52;ASS
412917.516;7329864.539;ASS
413273.0171;7284395.518;ASS
414394.6122;7331678.295;ASS
415560.5531;7287020.304;ASS
415492.7412;7314021.276;ASS
417086.191;7315953.8;ASS
416390.4311;7335407.104;ASS
417209.7749;7288780.347;ASS
417360.7723;7291258.875;ASS
417140.6586;7322743.743;ASS
418385.429;7333451.49;ASS
420752.8715;7293411.054;ASS
420894.5192;7297067.304;ASS
420100.7499;7349657.57;ASS
421775.9473;7339011.094;ASS
421886.8443;7341408.232;ASS
424263.5445;7342118.433;ASS
425072.7509;7346833.895;ASS
427897.6716;7366325.405;ASS
437767.7008;7371155.478;ASS
440010.2426;7385667.442;ASS
397708.0382;7314233.635;ASS
398801.2957;7335657.263;ASS
399636.3488;7325958.162;ASS
401124.3144;7328988.501;ASS
405935.2446;7292770.89;ASS
407559.7456;7280760.869;ASS
407575.5178;7334476.329;ASS
407390.2694;7340495.702;ASS
408378.6443;7279839.465;ASS
408314.285;7282113.83;ASS
408474.7001;7285645.41;ASS
408179.9987;7333944.33;ASS
408139.8504;7339559.583;ASS
410368.2079;7340254.932;ASS
411428.8437;7280262.364;ASS
411990.3258;7325291.345;ASS
412841.0226;7287157.657;ASS
416633.3738;7289167.739;ASS
417358.1002;7328815.076;ASS
418895.7498;7330166.894;ASS
419286.7569;7292607.462;ASS
419686.3238;7337405.154;ASS
421042.0478;7338711.84;ASS
421449.6317;7292404.356;ASS
422509.0382;7293738.649;ASS
422467.4049;7294113.137;ASS
422507.5158;7342227.667;ASS
423672.7712;7330331.767;ASS
424139.28;7303282.396;ASS
434346.6565;7391297.852;ASS
445039.2956;7379168.096;ASS
396024.0816;7312613.058;ASS
397285.6791;7321875.436;ASS
398493.8216;7312082.476;ASS
399309.4743;7337604.069;ASS
403607.8245;7332084.532;ASS
404634.2318;7325787.589;ASS
407784.617;7336950.062;ASS
407372.8111;7338884.006;ASS
408145.5531;7339570.737;ASS
411303.3935;7341219.502;ASS
413492.5121;7337440.428;ASS
417113.96;7336932.617;ASS
419365.6159;7291667.439;ASS
419115.2503;7340496.795;ASS
422173.4334;7300865.709;ASS
425613.1316;7361678.093;ASS
426693.9787;7360643.51;ASS
427508.7681;7352455.867;ASS
429925.9328;7303251.239;ASS
429576.8043;7368442.879;ASS
430507.6203;7305936.87;ASS
430969.2579;7339572.351;ASS
437544.4592;7293679.517;ASS
438263.0726;7300609.334;ASS
441389.0148;7373050.266;ASS
446714.8772;7378779.382;ASS
396922.1136;7317527.901;ASS
397193.8178;7310681.264;ASS
397476.2811;7313495.323;ASS
398358.9319;7309170.156;ASS
398523.6144;7322921.759;ASS
400603.1457;7327071.029;ASS
401410.0697;7338833.229;ASS
403044.05;7326821.329;ASS
403424.7968;7286090.585;ASS
404754.3049;7332847.159;ASS
408447.1003;7283896.26;ASS
409238.9528;7332765.468;ASS
409715.754;7354754.267;ASS
411059.9343;7337946.468;ASS
411721.3512;7278768.724;ASS
411531.5517;7281577.211;ASS
411228.5255;7285410.75;ASS
412132.7572;7321076.603;ASS
412549.4896;7341422.429;ASS
414626.8772;7330299.529;ASS
414557.9649;7337631.988;ASS
417319.2093;7332167.602;ASS
417284.5958;7359169.614;ASS
418679.4213;7340994.067;ASS
421068.4057;7297132.774;ASS
421080.3727;7297132.26;ASS
421114.5066;7342055.156;ASS
422273.3051;7328053.842;ASS
423033.0863;7340482.183;ASS
424205.0178;7338695.794;ASS
424692.3294;7347729.66;ASS
426332.5127;7347890.3;ASS
426282.8558;7353354.291;ASS
449874.3376;7377375.566;ASS
297102.0365;7090188.156;ASS
298536.6548;7090508.621;ASS
299263.8323;7086016.953;ASS
297967.4141;7084234.336;ASS
297348.6358;7081047.012;ASS
440016.0094;7247376.219;ASS
439651.9606;7246774.4;ASS
435214.7217;7244034.197;ASS
438294.033;7251217.3;ASS
437594.6393;7249457.827;ASS
439247.3819;7248265.701;ASS
438345.5443;7246761.626;ASS
432489.3962;7249994.54;ASS
435437.4503;7252440.853;ASS
440083.1584;7257556.133;ASS
440762.0569;7254092.091;ASS
435112.0381;7242084.501;ASS
436162.0912;7243237.713;ASS
443113.0018;7262640.359;ASS
441848.5256;7264317.467;ASS
450724.1552;7266489.592;ASS
436379.433;7241670.346;ASS
436163.256;7243255.916;ASS
439573.1377;7243094.924;ASS
436383.5415;7241671.558;ASS
436429.7583;7240574.895;ASS
446967.6295;7259345.607;ASS
456212.1962;7268672.884;ASS
440381.7784;7255353.394;ASS
456094.8843;7266921.861;ASS
445233.4158;7264938.494;ASS
445190.1149;7268101.76;ASS
457041.0175;7267585.216;ASS
450730.2897;7270980.937;ASS
449146.9055;7270684.494;ASS
443872.1633;7255622.269;ASS
445294.9043;7260304.702;ASS
443505.5692;7261321.379;ASS
449123.9511;7269195.446;ASS
397343.7993;7300687.403;ASS
397023.5812;7301488.625;ASS
406120.1276;7309833.733;ASS
402964.3691;7300047.945;ASS
395464.0661;7284459.308;ASS
396396.039;7286339.639;ASS
399097.7445;7302043.472;ASS
399601.9819;7303030.405;ASS
400908.2379;7301777.348;ASS
402182.7544;7302022.302;ASS
408450.4598;7312807.399;ASS
407380.0207;7311745.189;ASS
392141.1145;7299655.217;ASS
390850.0995;7300113.049;ASS
402563.9797;7302755.515;ASS
405615.8363;7307810.377;ASS
406823.532;7311903.261;ASS
392085.3612;7290112.408;ASS
405194.6655;7348626.174;ASS
403902.0676;7348820.629;ASS
402204.5429;7349398.587;ASS
398722.7508;7348770.175;ASS
396752.9941;7344155.158;ASS
400662.7511;7334532.869;ASS
401931.312;7335437.304;ASS
394331.9126;7339826.239;ASS
394418.899;7341135.472;ASS
393511.4232;7342298.197;ASS
394467.0351;7342712.787;ASS
393039.88;7309334.417;ASS
390734.0203;7298499.516;ASS
403352.9515;7307144.008;ASS
403118.7889;7304701.071;ASS
403901.1011;7306734.057;ASS
402324.7201;7308529.469;ASS
403084.6247;7311114.919;ASS
404108.6923;7309874.655;ASS
403623.4653;7309899.151;ASS
401521.3727;7310943.429;ASS
403859.9591;7312106.691;ASS
405268.9262;7312687.184;ASS
408235.0704;7313872;ASS
406789.9899;7315411.148;ASS
394356.386;7338149.342;ASS
395097.8201;7338057.753;ASS
398656.4414;7348076.474;ASS
398703.4246;7345506.844;ASS
399585.2345;7345499.805;ASS
391891.3471;7342030.169;ASS
398387.6411;7339496.074;ASS
397259.4739;7338246.972;ASS
396165.104;7337303.071;ASS
395767.8269;7339256.351;ASS
396707.5597;7340947.011;ASS
391535.884;7293597.711;ASS
372280.9362;7318415.074;ASS
370546.3715;7324509.965;ASS
369115.2231;7323718.582;ASS
369407.7692;7322931.526;ASS
369960.4349;7325573.511;ASS
370222.3521;7325108.797;ASS
368841.1622;7325025.093;ASS
370645.807;7319277.859;ASS
369866.5956;7319820.031;ASS
366769.8625;7334087.219;ASS
384470.5716;7297944.11;ASS
382433.895;7297815.114;ASS
384643.4436;7304805.321;ASS
384025.7722;7305763.173;ASS
385937.3522;7306560.714;ASS
372636.7824;7320317.856;ASS
372530.7602;7319354.873;ASS
371597.3005;7321728.289;ASS
371723.9326;7322604.022;ASS
381732.122;7298542.548;ASS
377978.6887;7302171.571;ASS
376298.5619;7302704.01;ASS
376360.9348;7303034.586;ASS
409144.4619;7351305.776;ASS
409410.3996;7349297.349;ASS
404320.2581;7342297.836;ASS
411800.127;7346080.811;ASS
392493.4377;7331784.413;ASS
392196.5188;7334761.552;ASS
391803.5779;7330686.884;ASS
390113.1889;7342833.929;ASS
397056.4523;7330033.661;ASS
393983.9642;7330389.173;ASS
398125.9784;7341547.653;ASS
396397.2949;7343009.334;ASS
391466.0192;7330853.933;ASS
388565.5216;7330231.283;ASS
389873.2012;7332929.324;ASS
389176.5265;7333744.541;ASS
390732.4113;7335465.167;ASS
388927.2391;7338094.481;ASS
387911.4954;7335606.057;ASS
386551.2164;7335976.42;ASS
395628.9776;7321127.357;ASS
395800.9362;7319869.252;ASS
395469.4636;7317968.648;ASS
388559.0701;7302412.225;ASS
388602.7979;7304378.474;ASS
388897.3544;7323929.844;ASS
385147.3965;7323164.213;ASS
385400.6174;7321949.395;ASS
394086.2054;7322509.461;ASS
391536.2228;7323843.529;ASS
388900.2772;7323934.936;ASS
389252.4355;7320832.72;ASS
392255.7152;7320087.123;ASS
392578.8593;7316064.605;ASS
390901.4503;7316417.419;ASS
387458.1757;7325552.701;ASS
384845.7351;7325719.535;ASS
382100.5412;7323843.482;ASS
384372.7608;7324053.987;ASS
383282.9293;7325323.084;ASS
381598.2283;7326601.962;ASS
382098.1636;7327808.521;ASS
398024.8861;7326663.494;ASS
397408.2269;7325710.016;ASS
396505.675;7324050.335;ASS
396072.4808;7322786.637;ASS
385983.6273;7320804.314;ASS
384893.0677;7320772.72;ASS
384874.212;7319444.474;ASS
383547.9915;7318913.012;ASS
390573.2277;7313206.089;ASS
388796.0314;7311595.366;ASS
379383.3985;7332133.092;ASS
377891.5932;7306676.501;ASS
376722.3543;7306183.932;ASS
375178.7268;7319196.113;ASS
374937.0901;7318348.389;ASS
375686.6271;7316898.772;ASS
375518.8829;7315379.918;ASS
374838.7882;7313311.401;ASS
375587.562;7311407.893;ASS
374688.345;7310158.879;ASS
374518.3059;7311519.371;ASS
373358.0723;7313635.593;ASS
373451.8968;7315880.227;ASS
384042.6339;7302781.147;ASS
383881.8084;7301834.66;ASS
381688.5392;7304644.471;ASS
381975.6611;7305673.246;ASS
382515.0381;7307459.677;ASS
