CLASS,geometry
non-ASS,POINT (26.039896832427036 64.57790316980116)
non-ASS,POINT (26.289321332483915 64.67868933531871)
non-ASS,POINT (26.264177167326256 64.62084516706098)
non-ASS,POINT (25.868608499051724 64.6329606657667)
non-ASS,POINT (26.05261896132562 64.61548284012152)
non-ASS,POINT (25.95416333340303 64.64326449818587)
non-ASS,POINT (26.275355621722234 64.77511727911771)
non-ASS,POINT (25.90136616645335 64.59927700179946)
non-ASS,POINT (23.680750000244537 64.02686167079533)
non-ASS,POINT (24.12520666650756 63.85634500189884)
non-ASS,POINT (24.18047166634878 63.83027333187687)
non-ASS,POINT (24.164713333372376 63.826701667608816)
non-ASS,POINT (24.141848333095908 63.803183334985995)
non-ASS,POINT (24.08048500083642 63.89028833096758)
non-ASS,POINT (24.1776399994951 63.79378332999261)
non-ASS,POINT (24.341305000391447 63.77791999536258)
non-ASS,POINT (23.869281665975322 63.94038666995896)
non-ASS,POINT (24.103731666531196 63.90747166399333)
non-ASS,POINT (24.292661666055924 63.73082500255339)
non-ASS,POINT (24.293633333941404 63.72204833748559)
non-ASS,POINT (24.349633332360682 63.723185001500084)
non-ASS,POINT (24.34840499990363 63.689539997887074)
non-ASS,POINT (24.3257483340217 63.715063330369276)
non-ASS,POINT (24.30278000094043 63.70534833344979)
non-ASS,POINT (24.401739999981977 63.65238500346977)
non-ASS,POINT (23.688821951312946 64.06931039920379)
non-ASS,POINT (23.725475629522755 64.01603879047566)
non-ASS,POINT (23.673102460544794 64.01784374803914)
non-ASS,POINT (24.21301752350823 63.86199135908924)
non-ASS,POINT (24.226609976287254 63.81347980763095)
non-ASS,POINT (23.944468669328888 63.96200402549884)
non-ASS,POINT (23.946180529371787 63.94242908166596)
non-ASS,POINT (23.975660438080354 63.94332581203851)
non-ASS,POINT (24.015007026215944 63.940347573058055)
non-ASS,POINT (23.970990679053784 63.92125085800651)
non-ASS,POINT (24.085478341148384 63.83794785903414)
non-ASS,POINT (23.815210737019406 63.96889221829119)
non-ASS,POINT (24.02049889887891 63.920752627489954)
non-ASS,POINT (24.175545849983433 63.8695212827454)
non-ASS,POINT (23.999835523493932 63.82936943623971)
non-ASS,POINT (24.00918274438715 63.81169301748408)
non-ASS,POINT (24.37150948886891 63.66032690426028)
non-ASS,POINT (24.304976207357857 63.69142513791672)
non-ASS,POINT (24.352277646854795 63.68135018185683)
non-ASS,POINT (24.14105637978307 63.8415479313574)
non-ASS,POINT (23.80333885633755 63.99778552821507)
non-ASS,POINT (23.92431853576534 63.98570231699901)
non-ASS,POINT (23.90050040179955 63.972582295778885)
non-ASS,POINT (23.867266473281187 63.960013812979426)
non-ASS,POINT (24.320416144707742 63.68136348396763)
non-ASS,POINT (24.33991598189865 63.6876518291097)
non-ASS,POINT (24.37970257076476 63.67890188134678)
non-ASS,POINT (24.31705770456408 63.71432514315939)
non-ASS,POINT (24.020479374550305 63.88384764259141)
non-ASS,POINT (23.721288685714992 64.04882210037168)
non-ASS,POINT (23.8509235646611 64.0127622192514)
non-ASS,POINT (23.838208784559697 63.992815549227906)
non-ASS,POINT (23.892103632199742 63.988152276394615)
non-ASS,POINT (23.897308880120807 63.95736396555646)
non-ASS,POINT (23.914287208287693 63.950822325871755)
non-ASS,POINT (24.284326247111398 63.718925118019676)
non-ASS,POINT (23.648337101359665 64.06784869721764)
non-ASS,POINT (23.683350859210094 64.00640043794361)
non-ASS,POINT (23.718469078645935 64.00560212701292)
non-ASS,POINT (23.777679009317648 63.990428845831076)
non-ASS,POINT (23.823787114713728 63.99862387437799)
non-ASS,POINT (24.13613225339856 63.897311194169184)
non-ASS,POINT (24.14855252061832 63.87437622453906)
non-ASS,POINT (24.13434602614255 63.863589539886654)
non-ASS,POINT (24.131226777707337 63.8247129655415)
non-ASS,POINT (24.09122102758618 63.871509455102185)
non-ASS,POINT (23.989016335381105 63.871714277054906)
non-ASS,POINT (23.970414931921358 63.862724278352644)
non-ASS,POINT (23.486683333095456 64.02852999673811)
non-ASS,POINT (23.42930474294218 63.98357496659126)
non-ASS,POINT (23.52806833265416 64.01054333132419)
non-ASS,POINT (23.51827499917798 64.0208733370658)
non-ASS,POINT (23.447274134835943 63.76409469591152)
non-ASS,POINT (23.892613583469412 63.860245664207994)
non-ASS,POINT (23.834410716764943 63.82567126490016)
non-ASS,POINT (23.83859258219773 63.89218858783499)
non-ASS,POINT (23.491946382957643 63.59502978026639)
non-ASS,POINT (23.214086583256492 63.82816216598332)
non-ASS,POINT (23.69709133442876 63.554574348691865)
non-ASS,POINT (23.678099515884313 63.56913545083327)
non-ASS,POINT (23.649282466258345 63.622074098303905)
non-ASS,POINT (23.79247666791578 63.4589783316673)
non-ASS,POINT (23.793041667735704 63.49691666656825)
non-ASS,POINT (23.749486665733983 63.51371666697681)
non-ASS,POINT (23.75510666701404 63.518070000047985)
non-ASS,POINT (23.71765833221577 63.54478833658695)
non-ASS,POINT (23.974290633964547 63.36555227780689)
non-ASS,POINT (23.43441999923529 64.04794333637606)
non-ASS,POINT (23.62974999916322 64.04304833319635)
non-ASS,POINT (23.610556667407977 63.99447666745739)
non-ASS,POINT (23.420161666327985 63.8814883335262)
non-ASS,POINT (23.412398333511835 63.88949500279516)
non-ASS,POINT (23.888830716112256 63.41506421594595)
non-ASS,POINT (23.728016667872907 63.550511664000396)
non-ASS,POINT (23.765406667280807 63.613910003347115)
non-ASS,POINT (23.896446667173727 63.69659833222067)
non-ASS,POINT (23.888628333318604 63.707208332818986)
non-ASS,POINT (23.78608311682592 63.44922996674247)
non-ASS,POINT (23.74360833278947 63.60109000492464)
non-ASS,POINT (23.892492513155457 63.72782362700044)
non-ASS,POINT (23.936091667691763 63.73486333037627)
non-ASS,POINT (23.521468332831482 63.97335500154821)
non-ASS,POINT (23.427893332723098 63.94100166764102)
non-ASS,POINT (23.02130962528071 63.81612434171899)
non-ASS,POINT (23.1126156524163 63.77253589852459)
non-ASS,POINT (23.08834333359926 63.82828666267202)
non-ASS,POINT (23.08701666830481 63.82082832875978)
non-ASS,POINT (23.67209166772149 63.971094998628615)
non-ASS,POINT (23.46869333277657 63.95634333263864)
non-ASS,POINT (23.520326667250124 63.95757166612998)
non-ASS,POINT (23.731282015890173 63.84943499108833)
non-ASS,POINT (23.79088499959609 63.89432667090827)
non-ASS,POINT (23.624166665818798 64.01319833686942)
non-ASS,POINT (23.48909499963508 63.97510832969852)
non-ASS,POINT (23.689530498829235 63.867596487428244)
non-ASS,POINT (23.722928367160844 63.86040510232043)
non-ASS,POINT (23.53118000062804 63.936608332309646)
non-ASS,POINT (23.68926000068876 63.89580332974693)
non-ASS,POINT (23.3123783349806 63.89738345525316)
non-ASS,POINT (23.299039984785324 63.8998417661434)
non-ASS,POINT (23.287553389914812 63.89539340961593)
non-ASS,POINT (23.709903125522406 63.73409408479388)
non-ASS,POINT (23.805153300637695 63.80111080109874)
non-ASS,POINT (23.79065151007867 63.809282411260185)
non-ASS,POINT (23.275786664399796 63.90082339077215)
non-ASS,POINT (23.76921090597317 63.756219158423725)
non-ASS,POINT (23.624106555060855 63.73911888126395)
non-ASS,POINT (23.638856688687216 63.73028893210914)
non-ASS,POINT (23.69305677625954 63.71937241536526)
non-ASS,POINT (23.72723105274022 64.08090414485335)
non-ASS,POINT (24.005646001398713 63.97544617858705)
non-ASS,POINT (23.97298464540369 63.98861209844899)
non-ASS,POINT (23.96528713814452 64.0509910336059)
non-ASS,POINT (24.06524471866319 64.05532926549016)
non-ASS,POINT (23.906912844706756 64.05821062617686)
non-ASS,POINT (23.951982263598584 64.04199102806963)
non-ASS,POINT (24.375939982356773 64.1706899828818)
non-ASS,POINT (24.461358333142183 64.02835167016985)
non-ASS,POINT (24.64046333281186 63.84608166544444)
non-ASS,POINT (24.569426665902117 63.89475333177083)
non-ASS,POINT (24.55666333375911 63.89508999936359)
non-ASS,POINT (24.813380001070897 63.981474998688235)
non-ASS,POINT (24.830820000839932 63.987048335651984)
non-ASS,POINT (24.807241665981188 63.989948330170954)
non-ASS,POINT (24.62973496422277 64.07246895567785)
non-ASS,POINT (24.68943833827129 64.05460741593312)
non-ASS,POINT (24.25800116284949 63.904060146842006)
non-ASS,POINT (24.355217313459892 63.92591199417592)
non-ASS,POINT (24.35952219620383 63.93445866327121)
non-ASS,POINT (24.38994204397847 63.94061872074646)
non-ASS,POINT (24.64457346917875 64.05160572522334)
non-ASS,POINT (24.66483517343342 64.04322411174665)
non-ASS,POINT (24.67922017380343 64.03951080869744)
non-ASS,POINT (24.839312470183305 63.94072113335364)
non-ASS,POINT (24.58368352584735 63.91943076259959)
non-ASS,POINT (24.690136773758486 63.897980949782784)
non-ASS,POINT (24.52043509140738 63.93892730306937)
non-ASS,POINT (24.635361832100386 63.90944419413794)
non-ASS,POINT (24.745826599513578 64.05336411805733)
non-ASS,POINT (24.71560497182371 64.05309244384716)
non-ASS,POINT (24.760161685346702 64.04326083786583)
non-ASS,POINT (24.82858499522121 64.03735589752232)
non-ASS,POINT (24.630266932046815 63.90259751690447)
non-ASS,POINT (24.728734881623154 63.905512667450836)
non-ASS,POINT (23.731433198500078 64.20714394132916)
non-ASS,POINT (24.142703701378625 64.17980446911741)
non-ASS,POINT (24.758727207775507 63.985799344379615)
non-ASS,POINT (24.10717951780407 64.10144782579776)
non-ASS,POINT (24.08981788733431 64.1043627995877)
non-ASS,POINT (24.088604393711293 64.1233061244539)
non-ASS,POINT (24.292786294901898 64.20203962809315)
non-ASS,POINT (24.365177721799625 64.19959637747665)
non-ASS,POINT (24.32617630430801 64.18723301138135)
non-ASS,POINT (24.402717679864665 64.19078478678725)
non-ASS,POINT (24.40803253184505 64.20344809731922)
non-ASS,POINT (24.35688667171741 64.13982315527757)
non-ASS,POINT (24.395589804235843 64.1489465555014)
non-ASS,POINT (24.309984991301025 63.991470145802985)
non-ASS,POINT (24.7634487400184 64.0008509737639)
non-ASS,POINT (24.735490572351406 63.98630601083839)
non-ASS,POINT (24.818790787094716 63.94610111844979)
non-ASS,POINT (24.81032240724387 63.95334943080792)
non-ASS,POINT (24.789239034903225 63.96162941363103)
non-ASS,POINT (24.81461401444344 63.95950274996531)
non-ASS,POINT (24.833805660905156 63.95859442488005)
non-ASS,POINT (24.878348996320206 63.95032277737209)
non-ASS,POINT (23.98988807132005 64.12511434019613)
non-ASS,POINT (24.26102483426259 64.19157793597739)
non-ASS,POINT (24.300303763405303 64.1139831052778)
non-ASS,POINT (24.273435539789983 64.11041639077307)
non-ASS,POINT (24.350567460692105 64.06499169378274)
non-ASS,POINT (24.338120957003518 64.05255836855267)
non-ASS,POINT (24.241027486856495 64.09206970559252)
non-ASS,POINT (24.219134134328318 64.09981963266102)
non-ASS,POINT (24.290464915858262 64.17020631255107)
non-ASS,POINT (24.301058296331373 64.16090966525687)
non-ASS,POINT (24.11227375366336 64.19568298708987)
non-ASS,POINT (24.164544168018953 64.11739954672706)
non-ASS,POINT (24.199939110977386 64.10940125924739)
non-ASS,POINT (24.170427683651575 64.09420456532122)
non-ASS,POINT (24.15873975180321 64.05615962369062)
non-ASS,POINT (24.110526702642776 64.0413495545492)
non-ASS,POINT (24.278652603205728 64.07050984892756)
non-ASS,POINT (24.279104497455986 64.04797158228081)
non-ASS,POINT (24.284846248094443 64.0385432848297)
non-ASS,POINT (24.346136339707584 64.17508804207395)
non-ASS,POINT (24.404446557111573 63.9759620689222)
non-ASS,POINT (24.429836226667003 64.00149205169488)
non-ASS,POINT (24.37487639896102 63.9995502629368)
non-ASS,POINT (24.183566392001293 64.05191301897503)
non-ASS,POINT (24.35347954651279 64.0234301484959)
non-ASS,POINT (24.344777797895386 64.0338701030737)
non-ASS,POINT (24.327191115309976 64.04009004068193)
non-ASS,POINT (24.300393086156546 64.0172533798057)
non-ASS,POINT (24.239128078451042 64.0348298635902)
non-ASS,POINT (24.268299996175287 64.00219502051655)
non-ASS,POINT (24.4548599599986 64.1183217763636)
non-ASS,POINT (24.425862086643885 64.08135515162313)
non-ASS,POINT (24.463100309230427 64.0823135662819)
non-ASS,POINT (24.839540426655088 63.984896025186416)
non-ASS,POINT (24.74958526354609 64.02008092363495)
non-ASS,POINT (24.673614978488985 64.06105570943811)
non-ASS,POINT (24.702973206570643 64.06497571369114)
non-ASS,POINT (24.116105244729525 64.20444442600895)
non-ASS,POINT (25.181499526198273 63.83547307825313)
non-ASS,POINT (24.217306692681337 64.18762288912485)
non-ASS,POINT (24.027396800955156 64.24852146278246)
non-ASS,POINT (24.029833416516844 64.25580928397835)
non-ASS,POINT (24.00913857487163 64.24904426653715)
non-ASS,POINT (24.035194793027323 64.27533425909898)
non-ASS,POINT (24.066676209686577 64.28455928445523)
non-ASS,POINT (24.114342985864166 64.26257603068083)
non-ASS,POINT (24.096523127140156 64.2574726926436)
non-ASS,POINT (24.065296555928793 64.25963765304597)
non-ASS,POINT (24.137156514154494 64.24076942257614)
non-ASS,POINT (24.103416778236756 64.2244893923817)
non-ASS,POINT (25.35030659247444 63.74953674212968)
non-ASS,POINT (25.324734751120534 63.777276651004705)
non-ASS,POINT (25.268506336178575 63.80158985801242)
non-ASS,POINT (25.24433458357509 63.81761479507159)
non-ASS,POINT (24.422976322317897 64.155784931097)
non-ASS,POINT (24.56570250571386 64.16709347571378)
non-ASS,POINT (24.2561664896474 64.02255159970302)
non-ASS,POINT (24.42152159513968 64.1302066684655)
non-ASS,POINT (24.429321732261176 64.11465506549986)
non-ASS,POINT (24.394690165595964 64.11421165412372)
non-ASS,POINT (24.44266173821586 64.11079510260127)
non-ASS,POINT (24.437098475627185 64.10507510956394)
non-ASS,POINT (24.42328521489669 64.10192841310199)
non-ASS,POINT (24.452426879986003 64.09440184033406)
non-ASS,POINT (24.487346628358807 64.08985994576018)
non-ASS,POINT (24.502206926793587 64.07673532999686)
non-ASS,POINT (24.33393373713401 64.10760153367954)
non-ASS,POINT (24.32378214979881 64.10236485821684)
non-ASS,POINT (24.281610198445186 63.9785701141299)
non-ASS,POINT (24.577737210399427 64.19396336915663)
non-ASS,POINT (24.664460741858193 64.15427361748226)
non-ASS,POINT (24.598460874187047 64.15607355267055)
non-ASS,POINT (24.62031594130455 64.14421195654056)
non-ASS,POINT (24.590019693359434 64.10933542319171)
non-ASS,POINT (24.37724895078189 64.13541882743228)
non-ASS,POINT (24.63744283437451 64.11765042267618)
non-ASS,POINT (25.269321087462938 63.83082646588618)
non-ASS,POINT (24.679766844483197 64.0391608112257)
non-ASS,POINT (25.09571654898269 63.80709480788077)
non-ASS,POINT (25.1946160146743 63.85444303434421)
non-ASS,POINT (25.368611658798685 63.73480012716246)
non-ASS,POINT (25.31465922922266 63.74626531304165)
non-ASS,POINT (24.67720137783638 63.79298926663731)
non-ASS,POINT (24.638768059600174 63.803430870758866)
non-ASS,POINT (24.681906329686576 63.93793426452637)
non-ASS,POINT (24.66108966499783 63.94411422678842)
non-ASS,POINT (24.61753323087245 63.936087493471064)
non-ASS,POINT (24.73354336683427 63.891041012735926)
non-ASS,POINT (24.6988868937502 63.885272622337645)
non-ASS,POINT (24.714648607311105 63.87649264893593)
non-ASS,POINT (24.67545370497118 63.87973259069518)
non-ASS,POINT (24.66677527559743 63.89056090761342)
non-ASS,POINT (24.750937538057542 64.12350049133282)
non-ASS,POINT (24.7250378666001 64.09472060410836)
non-ASS,POINT (24.353670183265248 64.1236848597883)
non-ASS,POINT (24.37921339390447 64.12839657959488)
non-ASS,POINT (24.377480851443657 64.05236512054654)
non-ASS,POINT (24.267088687218195 63.967071787407974)
non-ASS,POINT (24.25229710920821 63.962368436032385)
non-ASS,POINT (24.22905395464127 63.951765067373636)
non-ASS,POINT (24.15173954206505 63.92054494061419)
non-ASS,POINT (24.145101415538477 63.90556326150787)
non-ASS,POINT (25.185902829080966 63.83804307915152)
non-ASS,POINT (25.184621237202457 63.829538093467946)
non-ASS,POINT (25.200046312179666 63.817564792193146)
non-ASS,POINT (25.218317816372373 63.83412808930898)
non-ASS,POINT (25.208024538263203 63.82918810242861)
non-ASS,POINT (24.105775005518534 64.04585286116652)
non-ASS,POINT (24.211889441429733 64.07173636283208)
non-ASS,POINT (24.4548255826099 64.05768528184595)
non-ASS,POINT (24.4628825860241 64.0228520643717)
non-ASS,POINT (24.568417031618367 64.0493505545615)
non-ASS,POINT (24.58146711851974 64.03746561840585)
non-ASS,POINT (24.54794180823602 64.0760937720023)
non-ASS,POINT (25.203541407866325 63.80556648934872)
non-ASS,POINT (23.808726178167138 64.2205490567116)
non-ASS,POINT (24.064894255683 64.14880441129492)
non-ASS,POINT (23.92069329707101 64.12846092412326)
non-ASS,POINT (25.38628502929254 63.713541850833124)
non-ASS,POINT (24.911256464686126 64.0462875448816)
non-ASS,POINT (24.599995019803565 64.07432722608823)
non-ASS,POINT (24.525806240010418 64.07963466740902)
non-ASS,POINT (25.293162957661025 63.8005482275004)
non-ASS,POINT (25.29792122637604 63.80710321453112)
non-ASS,POINT (25.17057694692358 63.945742821034415)
non-ASS,POINT (25.12952855223378 63.9600294433978)
non-ASS,POINT (25.122430284246928 63.95332945840122)
non-ASS,POINT (25.03959217693834 63.978397588180094)
non-ASS,POINT (24.108543930586936 64.16781777484314)
non-ASS,POINT (24.124595477099636 64.17467445398479)
non-ASS,POINT (24.27036837574271 64.16408963368336)
non-ASS,POINT (24.317875002781676 64.1503930408879)
non-ASS,POINT (24.142263210613184 64.23524442965002)
non-ASS,POINT (24.311521857288884 64.13386641097252)
non-ASS,POINT (24.278322001063344 64.12901634918671)
non-ASS,POINT (24.25874046396982 64.12167965573674)
non-ASS,POINT (24.18381895378208 64.13406954884321)
non-ASS,POINT (24.16080730538405 64.1413678543336)
non-ASS,POINT (24.248491677492268 64.17673959516101)
non-ASS,POINT (24.260848326630043 64.17366961685406)
non-ASS,POINT (24.111355455300306 64.18245943636096)
non-ASS,POINT (24.143670374800568 64.17832613941242)
non-ASS,POINT (24.125831813649686 64.21149276611978)
non-ASS,POINT (24.062008690369844 64.21405102734897)
non-ASS,POINT (24.51401345951646 64.08684032931565)
non-ASS,POINT (24.54850172320098 64.08427375125626)
non-ASS,POINT (24.200615949367776 63.9620402523122)
non-ASS,POINT (24.302454769767028 64.18195799079567)
non-ASS,POINT (24.311208117445055 64.17657633278898)
non-ASS,POINT (24.362908923924937 64.08134167726169)
non-ASS,POINT (24.18880950373441 63.91653500765501)
non-ASS,POINT (24.66764474955565 64.08567225847663)
non-ASS,POINT (24.674759517166866 64.10752383257321)
non-ASS,POINT (24.69304922569175 64.13263707734733)
non-ASS,POINT (24.76548916673208 64.1258871515216)
non-ASS,POINT (24.769920923231687 64.116295534327)
non-ASS,POINT (24.82570075557107 64.12625384674887)
non-ASS,POINT (24.799874080951707 64.12999881822469)
non-ASS,POINT (25.029131098341104 63.87271465027884)
non-ASS,POINT (25.038805952796032 63.8883962807086)
non-ASS,POINT (24.994619364717405 63.88664960825259)
non-ASS,POINT (24.966637591884 63.903899564087176)
non-ASS,POINT (24.995217495828378 63.91067955660082)
non-ASS,POINT (25.028580848377413 63.902391244415945)
non-ASS,POINT (25.00583388574623 63.9413828089929)
non-ASS,POINT (25.000033983775733 63.93102617246976)
non-ASS,POINT (24.965143952619947 63.94074781106148)
non-ASS,POINT (24.84989769600438 64.09715731889399)
non-ASS,POINT (25.079709627010487 63.836723666764236)
non-ASS,POINT (25.099262900798777 63.84434138512428)
non-ASS,POINT (25.10423445304184 63.85721302876989)
non-ASS,POINT (24.45855085300925 64.19163490695513)
non-ASS,POINT (24.41980778827976 64.17602487035832)
non-ASS,POINT (24.448957926000677 64.16429902111295)
non-ASS,POINT (24.479128049748503 64.17509695183388)
non-ASS,POINT (24.16840236951096 63.959548252704174)
non-ASS,POINT (24.178785740387077 63.953019962679804)
non-ASS,POINT (24.104824580691915 63.92659317939241)
non-ASS,POINT (24.0776317553722 63.954957225060845)
non-ASS,POINT (24.16612717076342 63.97992818462232)
non-ASS,POINT (23.857620025301753 64.14678752693612)
non-ASS,POINT (23.816158401010632 64.15817082041391)
non-ASS,POINT (25.05266804838832 63.8347280755207)
non-ASS,POINT (24.922594332093627 63.90279123704647)
non-ASS,POINT (24.937139347309465 63.89881457516105)
non-ASS,POINT (25.01743963876319 63.84991637403324)
non-ASS,POINT (24.993136341897454 63.849988032602546)
non-ASS,POINT (24.90105092963791 63.915017867793544)
non-ASS,POINT (24.522228213801792 64.10826695940574)
non-ASS,POINT (24.524853308746064 64.09843199360009)
non-ASS,POINT (24.544376514175084 64.10552201010603)
non-ASS,POINT (24.543574985863504 64.09249370968374)
non-ASS,POINT (24.442705332422946 64.12930528695642)
non-ASS,POINT (25.125839363107186 63.86419301203782)
non-ASS,POINT (25.099392748292296 63.86276134291416)
non-ASS,POINT (25.072974464759778 63.861163013133044)
non-ASS,POINT (25.085712669919804 63.87438965312208)
non-ASS,POINT (25.07225931000562 63.880031303682216)
non-ASS,POINT (25.160499777210283 63.808794811380544)
non-ASS,POINT (25.130229893441893 63.79973149709293)
non-ASS,POINT (25.102043116012695 63.818296448489576)
non-ASS,POINT (25.08307816046234 63.816034787008554)
non-ASS,POINT (25.25431647990903 63.78816153781295)
non-ASS,POINT (25.265246504618972 63.782263227272864)
non-ASS,POINT (25.28263508765432 63.74757833007142)
non-ASS,POINT (25.24822859987234 63.71864621601084)
non-ASS,POINT (24.839496224511457 64.07941572479866)
non-ASS,POINT (25.06103992937166 63.80757647192113)
non-ASS,POINT (24.773507510249846 63.95197774166217)
non-ASS,POINT (25.085587531028587 63.89088960486467)
non-ASS,POINT (25.097400689877098 63.909559567304846)
non-ASS,POINT (25.059176638266287 63.962807807044854)
non-ASS,POINT (25.076158641763616 63.95831611448548)
non-ASS,POINT (25.149751824158987 63.96354110152675)
non-ASS,POINT (25.200483417873283 63.963774440682954)
non-ASS,POINT (25.10077226671395 63.91972120908137)
non-ASS,POINT (25.12371224351648 63.91853121390722)
non-ASS,POINT (25.158916139224296 63.84547639177006)
non-ASS,POINT (24.767901495457323 64.06097242889444)
non-ASS,POINT (23.884631666615807 64.26660333102535)
non-ASS,POINT (23.772933333945517 64.22266999981139)
non-ASS,POINT (23.91690499961578 64.2608349955573)
non-ASS,POINT (23.91899833249127 64.10742499953989)
non-ASS,POINT (23.66011666610696 64.12311833425608)
non-ASS,POINT (23.70542333394591 64.13262166300274)
non-ASS,POINT (23.806144999796725 64.08674499733601)
non-ASS,POINT (23.850458332439572 64.07834666562205)
non-ASS,POINT (23.84226999915815 64.1238616666025)
non-ASS,POINT (23.990455000221726 64.29126166802666)
non-ASS,POINT (24.287421665923638 64.39071667030521)
non-ASS,POINT (24.197244999846756 64.43276167080542)
non-ASS,POINT (24.21261333367876 64.41965666388188)
non-ASS,POINT (24.270721665695294 64.3113850018991)
non-ASS,POINT (24.159776667479353 64.4291350013438)
non-ASS,POINT (24.110604999070492 64.41077166602074)
non-ASS,POINT (24.18287629420267 64.38285769458219)
non-ASS,POINT (24.134369999608563 64.37123666313757)
non-ASS,POINT (23.785391666380796 64.17123000156585)
non-ASS,POINT (24.17242833399123 64.45502666804053)
non-ASS,POINT (23.871863333870735 64.09474833423067)
non-ASS,POINT (23.797365000508464 64.11949666342865)
non-ASS,POINT (24.22771166746699 64.42577666563729)
non-ASS,POINT (24.187863333224712 64.4032300034336)
non-ASS,POINT (24.196413333178754 64.39457500413673)
non-ASS,POINT (23.721165000605613 64.17066166608983)
non-ASS,POINT (23.769303333362476 64.14567999964798)
non-ASS,POINT (23.935595001103586 64.29808833214908)
non-ASS,POINT (23.962393332609594 64.29367166981666)
non-ASS,POINT (23.95362999924864 64.27924500091837)
non-ASS,POINT (23.964988333690407 64.28656166552275)
non-ASS,POINT (23.937610000112283 64.27726833114077)
non-ASS,POINT (24.28760833363516 64.2263149970982)
non-ASS,POINT (24.00562500059078 64.34587333025901)
non-ASS,POINT (24.009488333078515 64.33741000219895)
non-ASS,POINT (24.24733333221717 64.35154666812028)
non-ASS,POINT (24.27834319420899 64.35005736496345)
non-ASS,POINT (24.155045000054308 64.44293666890023)
non-ASS,POINT (24.176360000316553 64.44423999600805)
non-ASS,POINT (24.322563333010827 64.34647499596824)
non-ASS,POINT (24.230878332771738 64.38752000009136)
non-ASS,POINT (24.031301666075873 64.35590166421484)
non-ASS,POINT (24.180471665947874 64.24819666639311)
non-ASS,POINT (24.28400666596801 64.23865499911363)
non-ASS,POINT (24.126488332817765 64.31332000232854)
non-ASS,POINT (24.05892166736587 64.37508166360936)
non-ASS,POINT (24.074438333193328 64.38937833047261)
non-ASS,POINT (24.12058166580574 64.2906783360278)
non-ASS,POINT (23.847006666167083 64.21237500056837)
non-ASS,POINT (23.772771665524797 64.20073833611421)
non-ASS,POINT (24.226085000401287 64.36438499786384)
non-ASS,POINT (23.979283334140955 64.31962166830063)
non-ASS,POINT (23.927975000257376 64.32958500389935)
non-ASS,POINT (23.949186667570633 64.3148266674838)
non-ASS,POINT (24.205726667172925 64.25237499993165)
non-ASS,POINT (24.004710000783493 64.38625499766204)
non-ASS,POINT (25.760511667090313 64.92070499803157)
non-ASS,POINT (25.7957316664546 64.89975666276504)
non-ASS,POINT (25.773633334202206 64.90288000217589)
non-ASS,POINT (25.7261949999768 64.91765666692027)
non-ASS,POINT (25.701933333215067 64.92043166468677)
non-ASS,POINT (25.75804333321363 64.93007999749432)
non-ASS,POINT (25.998573995723437 64.78749608980586)
non-ASS,POINT (25.969806230872127 64.76608259382685)
non-ASS,POINT (25.869538332743364 64.82090833199766)
non-ASS,POINT (25.886746666146312 64.82559833030095)
non-ASS,POINT (25.955298333387642 64.81633666868747)
non-ASS,POINT (26.111469999217707 64.79560166265134)
non-ASS,POINT (25.990289999882368 64.73623833685284)
non-ASS,POINT (25.954620264615805 64.73096078920457)
non-ASS,POINT (26.010868333400754 64.73213332868342)
non-ASS,POINT (26.100554999482867 64.8309349966019)
non-ASS,POINT (26.128056666096576 64.83411666970689)
non-ASS,POINT (26.148035000233996 64.83845666759169)
non-ASS,POINT (26.16098333388762 64.81767499923207)
non-ASS,POINT (26.14787000041787 64.82232499839166)
non-ASS,POINT (26.187364999633214 64.794673333294)
non-ASS,POINT (25.77959666592322 64.8543116658308)
non-ASS,POINT (25.77417333354086 64.83933500090832)
non-ASS,POINT (25.9943959397154 64.79579602246051)
non-ASS,POINT (25.545888333245344 65.17983166854917)
non-ASS,POINT (25.507484169774234 65.19273473290365)
non-ASS,POINT (26.00379500034078 64.95384166845727)
non-ASS,POINT (26.06251166552497 65.00998166953956)
non-ASS,POINT (26.15956333330278 64.88081166246073)
non-ASS,POINT (26.07432499885346 64.88693500364313)
non-ASS,POINT (25.63583492022767 64.98248170208896)
non-ASS,POINT (25.643776405031623 64.99927833032869)
non-ASS,POINT (25.65121022692676 64.98977922627932)
non-ASS,POINT (25.777286826042506 64.9874959317339)
non-ASS,POINT (25.81270696346712 65.0690238225821)
non-ASS,POINT (25.50033336954434 65.14403473401912)
non-ASS,POINT (25.851319999159394 64.97006999737708)
non-ASS,POINT (25.543721665880923 65.01756166563773)
non-ASS,POINT (25.559133011411998 65.15538381326935)
non-ASS,POINT (26.053443332596093 64.85350833725873)
non-ASS,POINT (26.22072992232159 64.98080295012244)
non-ASS,POINT (25.999347815612435 64.92410818391743)
non-ASS,POINT (25.947823559909317 64.83221469416168)
non-ASS,POINT (25.24764166639477 65.14871000279481)
non-ASS,POINT (25.62458666649574 64.99953999798336)
non-ASS,POINT (25.319271785246396 65.15819615111276)
non-ASS,POINT (25.29785166622946 65.15829667010313)
non-ASS,POINT (26.23974130366879 65.00968460770277)
non-ASS,POINT (26.194294999924672 65.02328999787522)
non-ASS,POINT (25.29749166580044 65.12789000043561)
non-ASS,POINT (25.421091666336615 65.11652333579978)
non-ASS,POINT (25.340824999618157 65.13870500130322)
