CLASS,geometry
non-ASS,POINT (25.65358833367474 64.867048336097)
non-ASS,POINT (25.71790410282963 64.85407106975919)
non-ASS,POINT (25.97727900980858 64.79410411941295)
non-ASS,POINT (26.03622000035416 64.82352833637823)
non-ASS,POINT (26.063301666386426 64.81677333049696)
non-ASS,POINT (26.105769999304307 64.80870500013974)
non-ASS,POINT (26.077599999301512 64.80278833637628)
non-ASS,POINT (25.746992286231087 65.08456766170391)
non-ASS,POINT (25.995123655121372 64.96408401800119)
non-ASS,POINT (25.59878669250244 65.13993537768224)
non-ASS,POINT (25.54195217806944 65.12373046140972)
non-ASS,POINT (25.54188166663832 65.02600333431481)
non-ASS,POINT (25.869078333319752 65.01195500014329)
non-ASS,POINT (25.820629999540692 65.06161833388397)
non-ASS,POINT (25.86312333236218 65.05015333347572)
non-ASS,POINT (25.721669999083122 65.00309333474962)
non-ASS,POINT (25.571480624336186 64.99604597935841)
non-ASS,POINT (25.58558029849375 65.00699604113822)
non-ASS,POINT (26.450429999959212 64.84496166178013)
non-ASS,POINT (26.339094929466647 65.05129740138842)
non-ASS,POINT (25.472273799462087 65.16170601922408)
non-ASS,POINT (25.297214999249263 65.16906999691844)
non-ASS,POINT (25.317385581741288 65.16746917952423)
non-ASS,POINT (25.906807795252494 64.85867474598518)
non-ASS,POINT (25.86110845281469 64.89801819240165)
non-ASS,POINT (26.57794500027598 64.63852499766914)
non-ASS,POINT (25.54310500022855 65.00097000444394)
non-ASS,POINT (26.308885000710916 64.97705833220161)
non-ASS,POINT (26.386049999807856 64.96140999721224)
non-ASS,POINT (26.378786665968633 64.88220000402117)
non-ASS,POINT (26.58903573860318 64.82428025888713)
non-ASS,POINT (26.036131873728806 64.8891184069755)
non-ASS,POINT (26.181190646582348 64.85299093545795)
non-ASS,POINT (25.628855600164854 65.15312275996708)
non-ASS,POINT (25.932243666055108 64.94193547581735)
non-ASS,POINT (25.440218332962285 65.03371666911767)
non-ASS,POINT (26.583100000155216 64.65910666246162)
non-ASS,POINT (26.194866667042966 64.92684833112644)
non-ASS,POINT (26.50911833307585 64.8887716700529)
non-ASS,POINT (26.200445259625855 64.87586786285942)
non-ASS,POINT (26.467635081157106 64.73496668497904)
non-ASS,POINT (26.284338332439113 64.9787766710388)
non-ASS,POINT (26.380315431940357 64.79071586799184)
non-ASS,POINT (26.257141666923616 64.82194999948585)
non-ASS,POINT (26.290268148140356 64.80448797850343)
non-ASS,POINT (26.33215019932662 64.83241138633507)
non-ASS,POINT (26.517328332868924 64.76030999682517)
non-ASS,POINT (25.980521918415928 64.89625551308391)
non-ASS,POINT (26.56647161957865 64.75213154821107)
non-ASS,POINT (26.504282184497534 64.74138785460767)
non-ASS,POINT (26.49180225177412 64.73674871276461)
non-ASS,POINT (26.544079150751198 64.73186149375242)
non-ASS,POINT (26.569919999275616 64.67655666984471)
non-ASS,POINT (26.566548036992927 64.65086785219451)
non-ASS,POINT (25.263008666952896 64.94299183523127)
non-ASS,POINT (25.24478749897435 64.95383516768419)
non-ASS,POINT (25.32556016791543 64.97068466314445)
non-ASS,POINT (25.275035167182565 64.98313316810318)
non-ASS,POINT (25.24924066704601 64.96543066395637)
non-ASS,POINT (25.717820998940848 64.85405917133342)
non-ASS,POINT (25.266529667927184 64.99299182998888)
non-ASS,POINT (25.245113334064648 64.99975350463404)
non-ASS,POINT (25.218904333603565 64.99088717088473)
non-ASS,POINT (25.22121450011949 64.97106383554689)
non-ASS,POINT (25.588501333628578 64.92477900358853)
non-ASS,POINT (25.485915833122657 64.885213501332)
non-ASS,POINT (25.80753833253083 64.78512183394558)
non-ASS,POINT (25.81102466726397 64.80548849750208)
non-ASS,POINT (25.90814566637111 64.78789533740729)
non-ASS,POINT (25.39490716665137 64.77805482858595)
non-ASS,POINT (25.358184666769407 64.80218783737853)
non-ASS,POINT (25.255981667384187 64.81423999707994)
non-ASS,POINT (25.228539999607385 64.81225666740062)
non-ASS,POINT (25.21901999905589 64.78764667056603)
non-ASS,POINT (24.996231665840625 64.79064000422566)
non-ASS,POINT (25.102450000352224 64.79629666510236)
non-ASS,POINT (25.05698999922523 64.80014166872044)
non-ASS,POINT (25.052679999360947 64.80889666521351)
non-ASS,POINT (25.031654999188945 64.7625633302374)
non-ASS,POINT (24.934433334504632 64.80446666408034)
non-ASS,POINT (24.928556667257936 64.82286333132446)
non-ASS,POINT (25.183538334229617 64.83111000053573)
non-ASS,POINT (25.15129333407528 64.84562666441008)
non-ASS,POINT (25.11135166733 64.84718833483944)
non-ASS,POINT (25.110853333541822 64.80372999677653)
non-ASS,POINT (25.087278333358036 64.81263833423085)
non-ASS,POINT (25.138119998811117 64.83102500293292)
non-ASS,POINT (25.1674783341685 64.83526833578334)
non-ASS,POINT (25.12710333247229 64.85457333450738)
non-ASS,POINT (24.84876833271478 64.84612333740996)
non-ASS,POINT (24.80750664044542 64.84432922816328)
non-ASS,POINT (24.809030000440583 64.82679166226495)
non-ASS,POINT (25.0548066662653 64.86107332944967)
non-ASS,POINT (24.85636833354977 64.81045666301203)
non-ASS,POINT (24.896431665989883 64.84071500230357)
non-ASS,POINT (24.870163332657054 64.85210666341416)
non-ASS,POINT (24.852886666235335 64.82144000050334)
non-ASS,POINT (25.196790000260023 64.71870500333021)
non-ASS,POINT (25.154880000658853 64.7437866702801)
non-ASS,POINT (25.189306666130708 64.7310550026267)
non-ASS,POINT (25.237496666184 64.75285833058282)
non-ASS,POINT (25.523587548949582 65.76835620010078)
non-ASS,POINT (25.634254498786095 64.85661985480021)
non-ASS,POINT (25.63686861658588 64.82360279564483)
non-ASS,POINT (25.63820833246045 64.79585629909226)
non-ASS,POINT (25.53711548395427 64.75648027981293)
non-ASS,POINT (25.53367266565397 64.74362823626078)
non-ASS,POINT (25.50915956643238 64.76266065140777)
non-ASS,POINT (25.487522217288554 64.75744739639693)
non-ASS,POINT (25.508879032850068 64.75538126260165)
non-ASS,POINT (25.677721219897382 64.76420752586864)
non-ASS,POINT (25.637182450785705 64.75633546509118)
non-ASS,POINT (25.587013333537957 64.88886499852664)
non-ASS,POINT (25.51800666640783 64.95326167034493)
non-ASS,POINT (25.51800333246813 64.9532449979884)
non-ASS,POINT (25.52439166635988 64.94408666845294)
non-ASS,POINT (25.442136666316006 64.93352166432979)
non-ASS,POINT (25.42381499884409 64.94351500248484)
non-ASS,POINT (25.353418334237237 64.96077833038599)
non-ASS,POINT (25.36734333286519 64.96064666869671)
non-ASS,POINT (25.33425833293681 64.95164666379635)
non-ASS,POINT (25.396931667042775 64.917018332985)
non-ASS,POINT (25.31379333271946 64.92193499657986)
non-ASS,POINT (25.314085000491815 64.93209666686013)
non-ASS,POINT (25.3131066670495 64.94094667061387)
non-ASS,POINT (24.35614999934776 64.19998499924878)
non-ASS,POINT (24.35461166719547 64.19641832917895)
non-ASS,POINT (23.297549285810497 63.77585881935445)
non-ASS,POINT (23.30910909420194 63.78969550959226)
non-ASS,POINT (23.168985743077542 63.85518651851181)
non-ASS,POINT (23.710365351735792 63.59061922547948)
non-ASS,POINT (23.65601595862159 63.65385087272544)
non-ASS,POINT (23.950489238446032 63.7353729525991)
non-ASS,POINT (23.889747687530715 63.591816595918615)
non-ASS,POINT (23.955143365878943 63.68072978780942)
non-ASS,POINT (23.276797830727272 63.81511170089939)
non-ASS,POINT (23.853261219368466 63.39755356914153)
non-ASS,POINT (23.764674068240033 63.4751299568293)
non-ASS,POINT (23.88195946025094 63.400076958677595)
non-ASS,POINT (23.57090693268105 63.57292419470849)
non-ASS,POINT (23.675047122326966 63.526774592125086)
non-ASS,POINT (23.722914218130455 63.4692898651242)
non-ASS,POINT (23.671579518072967 63.44995811492615)
non-ASS,POINT (23.654540395984682 63.5382961714079)
non-ASS,POINT (23.719779565496676 63.43275661765581)
non-ASS,POINT (23.76221839461731 63.36513176107175)
non-ASS,POINT (23.772001730883247 63.36179677324664)
non-ASS,POINT (23.729581630295375 63.38586169978895)
non-ASS,POINT (23.901000134568942 63.31716366269392)
non-ASS,POINT (23.863848445169392 63.330396931874155)
non-ASS,POINT (23.856415436731403 63.29479192752138)
non-ASS,POINT (23.797923806412907 63.3074634913973)
non-ASS,POINT (23.809928719000172 63.314220178849716)
non-ASS,POINT (23.825252087183202 63.305526877765395)
non-ASS,POINT (23.726993410642482 63.37322836228022)
non-ASS,POINT (23.774479824231847 63.388796778627594)
non-ASS,POINT (23.766601451571425 63.39560509875398)
non-ASS,POINT (23.67983743703579 63.49217803142803)
non-ASS,POINT (23.69016321644393 63.40581661325587)
non-ASS,POINT (23.72349480205435 63.4059866870475)
non-ASS,POINT (23.720711474195213 63.40594168156636)
non-ASS,POINT (23.749664780894342 63.4009867265261)
non-ASS,POINT (23.74006474720412 63.40768671412798)
non-ASS,POINT (23.806216386119594 63.39170182961164)
non-ASS,POINT (23.772808497956955 63.35022678251975)
non-ASS,POINT (23.77759663931123 63.371046780814076)
non-ASS,POINT (25.643487616712434 66.46854831393824)
non-ASS,POINT (25.8222523009407 66.5075029203984)
non-ASS,POINT (25.9501093329316 66.49226633649106)
non-ASS,POINT (26.061277716162323 66.44310487108092)
non-ASS,POINT (25.090047666192316 66.37355281651007)
non-ASS,POINT (25.159438200455938 66.38909684666707)
non-ASS,POINT (25.547435249296065 66.1537511333388)
non-ASS,POINT (25.525502582325608 66.16182650354747)
non-ASS,POINT (25.57632895081808 66.20273433531732)
non-ASS,POINT (24.288154833810975 65.83642210202575)
non-ASS,POINT (24.383607166475652 66.19532329878619)
non-ASS,POINT (24.223302383174136 65.78164191964825)
non-ASS,POINT (24.13149350063065 65.92588576994257)
non-ASS,POINT (24.02307833333938 66.08175000278415)
non-ASS,POINT (23.982713333101106 66.1285083373235)
non-ASS,POINT (23.93908666621946 66.14265999764912)
non-ASS,POINT (23.93048500023301 66.15929166955671)
non-ASS,POINT (23.913873333918527 66.16778833043641)
non-ASS,POINT (23.877896667476936 66.20157666835291)
non-ASS,POINT (23.878888333160397 66.20069500344282)
non-ASS,POINT (23.87836499979355 66.20372166464753)
non-ASS,POINT (23.98070666806172 66.07333332982797)
non-ASS,POINT (23.94349500046574 66.08893167008128)
non-ASS,POINT (23.766406665384803 66.2157133363377)
non-ASS,POINT (24.206071666535536 66.28722833293342)
non-ASS,POINT (23.743670000440943 66.41132666785316)
non-ASS,POINT (23.92056166693793 66.21268166915283)
non-ASS,POINT (23.859596666346814 66.25027666820506)
non-ASS,POINT (24.03572333290549 66.28996000156955)
non-ASS,POINT (24.02718500035955 66.28895000198516)
non-ASS,POINT (24.020470000074674 66.28532667131279)
non-ASS,POINT (23.736183333469516 66.47967499633894)
non-ASS,POINT (23.988308333170178 66.20537000113175)
non-ASS,POINT (23.99604500094784 66.23615666309688)
non-ASS,POINT (23.977860000000188 66.21768666806848)
non-ASS,POINT (24.01312000023991 66.26279833258118)
non-ASS,POINT (24.146163332813952 66.32815166582046)
non-ASS,POINT (24.137811665663143 66.31934333398965)
non-ASS,POINT (24.144241667431317 66.31549666871088)
non-ASS,POINT (24.16509999871844 66.30613167116249)
non-ASS,POINT (24.136728333399294 66.31968666965868)
non-ASS,POINT (24.014190000357015 66.42115500229713)
non-ASS,POINT (24.138914999527696 66.33228166522795)
non-ASS,POINT (23.673740000421322 66.29139833440608)
non-ASS,POINT (23.944994999721285 66.08572666215058)
non-ASS,POINT (23.947451665716972 66.08448667151451)
non-ASS,POINT (23.947473334077422 66.089416666644)
non-ASS,POINT (23.960799998437373 66.09117500483795)
non-ASS,POINT (24.283805000391805 66.18994500346254)
non-ASS,POINT (24.16375666600041 66.19981166308887)
non-ASS,POINT (24.204698333890462 66.20911666885183)
non-ASS,POINT (23.81437166758222 66.30360832954801)
non-ASS,POINT (24.166608334180555 66.27366332904798)
non-ASS,POINT (24.10199999897399 66.29014166814414)
non-ASS,POINT (24.073793333587606 66.28567166748816)
non-ASS,POINT (24.01444333383603 66.16440833737886)
non-ASS,POINT (23.99826000049464 66.16261500388029)
non-ASS,POINT (23.99065499955357 66.17075000059471)
non-ASS,POINT (24.00550166675486 66.17788833413763)
non-ASS,POINT (24.00660666740187 66.18732166526095)
non-ASS,POINT (24.51582333438861 66.39784666701098)
non-ASS,POINT (24.444310000223595 66.38448333161894)
non-ASS,POINT (24.493004999840828 66.3519083359212)
non-ASS,POINT (23.837343332654317 66.3751666644954)
non-ASS,POINT (24.482601665936375 66.3902633352689)
non-ASS,POINT (24.426493334247198 66.54112333222992)
non-ASS,POINT (24.427069998908376 66.54466667121888)
non-ASS,POINT (24.491199999671814 66.55842166958112)
non-ASS,POINT (24.50234333472045 66.55994666350237)
non-ASS,POINT (24.47220833426717 66.56275666417697)
non-ASS,POINT (24.440408333844516 66.63160166723608)
non-ASS,POINT (24.425831666773988 66.64136500341347)
non-ASS,POINT (23.793439999646612 66.53054499653196)
non-ASS,POINT (23.811784999859363 66.37785833240527)
non-ASS,POINT (24.73961666757858 66.49218166303022)
non-ASS,POINT (24.598004999541665 66.53373167143572)
non-ASS,POINT (24.38606999927081 66.49177832991774)
non-ASS,POINT (24.40981999956618 66.44883500143543)
non-ASS,POINT (24.394345001160914 66.44554499743916)
non-ASS,POINT (24.323396667936855 66.47100333195397)
non-ASS,POINT (24.322911667046988 66.46839000044545)
non-ASS,POINT (24.322465001319095 66.46552666398175)
non-ASS,POINT (24.327803333259883 66.64490666777009)
non-ASS,POINT (24.49942833274871 66.70852333648249)
non-ASS,POINT (24.501983334263567 66.70959166285695)
non-ASS,POINT (24.314226666777927 66.78332500113581)
non-ASS,POINT (24.342789999873983 66.5146950036872)
non-ASS,POINT (24.347769999209916 66.57912333563924)
non-ASS,POINT (24.348268333918046 66.57629666746936)
non-ASS,POINT (24.343689999828943 66.56484166422548)
non-ASS,POINT (24.321609999836422 66.55949167091389)
non-ASS,POINT (24.31310499900871 66.55207999946174)
non-ASS,POINT (24.28661500146726 66.55623832980086)
non-ASS,POINT (24.28446999936733 66.5583566691536)
non-ASS,POINT (24.283278334128415 66.55950333120923)
non-ASS,POINT (24.294761665198422 66.5175216711296)
non-ASS,POINT (24.224813331807198 66.54662333755923)
non-ASS,POINT (24.23049499927121 66.5474366656988)
non-ASS,POINT (24.148335000872695 66.46288666411898)
non-ASS,POINT (24.220363332895158 66.4993999975046)
non-ASS,POINT (24.252925000396207 66.46906500075907)
non-ASS,POINT (24.283700000370086 66.45711666275433)
non-ASS,POINT (24.02200500107629 66.43724833304168)
non-ASS,POINT (23.98620333205763 66.49304500390484)
non-ASS,POINT (24.14284666590297 66.45031666521007)
non-ASS,POINT (24.146416666629957 66.4405666694072)
non-ASS,POINT (24.0556616655182 66.43290500286646)
non-ASS,POINT (24.055676666431047 66.43430333242314)
non-ASS,POINT (24.332216666052766 66.46260666489901)
non-ASS,POINT (24.328296665774314 66.46237667098282)
non-ASS,POINT (23.883934999732773 66.38764000230488)
non-ASS,POINT (23.88198999869763 66.39065000193976)
non-ASS,POINT (23.965501665434736 66.38343333454537)
non-ASS,POINT (24.46743833376884 66.34622832928333)
non-ASS,POINT (24.443476667019546 66.33896166456735)
non-ASS,POINT (24.463506667184475 66.3358866677662)
non-ASS,POINT (24.475568333618615 66.33695333446946)
non-ASS,POINT (23.99899000068107 66.3588799982722)
non-ASS,POINT (23.99624666566502 66.362060001361)
non-ASS,POINT (24.35995666607556 66.40993500394798)
non-ASS,POINT (24.349026667944457 66.41160999807269)
non-ASS,POINT (24.29223666779631 66.42898333252637)
non-ASS,POINT (23.978693332470364 66.4067649995766)
non-ASS,POINT (24.005293333880605 66.39078500151214)
non-ASS,POINT (24.483718333016636 66.33530333227178)
non-ASS,POINT (24.490240000156366 66.34008833354142)
non-ASS,POINT (24.36984666730235 66.39285500447617)
non-ASS,POINT (24.36354333382469 66.40238166483431)
non-ASS,POINT (24.089816666902536 66.36934333244874)
non-ASS,POINT (24.1268883318513 66.33491833747986)
non-ASS,POINT (24.441779999312214 66.62967666643017)
non-ASS,POINT (24.422275000056246 66.64060666620942)
non-ASS,POINT (24.43280666667539 66.67755999990588)
non-ASS,POINT (24.418423333680572 66.6991716680928)
non-ASS,POINT (24.3890283333127 66.67928499780714)
non-ASS,POINT (24.32139333409453 66.64413666349574)
non-ASS,POINT (24.24655166749301 66.80670166363313)
non-ASS,POINT (23.994888332431497 66.8262950045252)
non-ASS,POINT (23.943863333554525 66.51031667085229)
non-ASS,POINT (24.416184998770056 66.67226666982074)
non-ASS,POINT (24.022059999718717 66.7640716705849)
non-ASS,POINT (24.078426666481256 66.7250649991969)
non-ASS,POINT (23.927069999717354 66.78521333699418)
non-ASS,POINT (24.033476667942836 66.60772666430893)
non-ASS,POINT (23.89568333421083 66.57414999746517)
non-ASS,POINT (23.912334999224925 66.57362500377272)
non-ASS,POINT (23.922913333669147 66.6282616679277)
non-ASS,POINT (23.88340333340411 66.62856333391369)
non-ASS,POINT (23.912288334571773 66.61182333125358)
non-ASS,POINT (23.922553332419547 66.71121500291845)
non-ASS,POINT (25.295258333302623 65.80921500113664)
non-ASS,POINT (25.313706667460032 65.82526999892586)
non-ASS,POINT (25.17621000053506 65.70529000040543)
non-ASS,POINT (24.522351667461812 65.77200499683657)
non-ASS,POINT (25.110653333612255 65.67974333386846)
non-ASS,POINT (25.169773332134483 65.6706366703222)
non-ASS,POINT (25.342740000317534 65.81511166323769)
non-ASS,POINT (25.384494999237106 65.8283833326672)
non-ASS,POINT (25.319196666746553 65.78135166739231)
non-ASS,POINT (25.3120199990057 65.78107833614548)
non-ASS,POINT (25.314971666332934 65.80234499551305)
non-ASS,POINT (25.321418333440075 65.81114333432302)
non-ASS,POINT (25.49334166713628 65.83035500314776)
non-ASS,POINT (25.51104333300029 65.83037500351934)
non-ASS,POINT (25.515788333194564 65.83265000244867)
non-ASS,POINT (25.51870333403753 65.83335000479573)
non-ASS,POINT (25.6110866661143 65.84298333732791)
non-ASS,POINT (25.623041666250355 65.84021166307217)
non-ASS,POINT (25.653179999167694 65.82833999701374)
non-ASS,POINT (25.70363333252169 65.80079499755045)
non-ASS,POINT (25.64330499911419 65.83818499819543)
non-ASS,POINT (25.655236666190067 65.83577166362429)
non-ASS,POINT (25.66142166632609 65.83103333643032)
